home_team,away_team,home_score,away_score,Total_Shots,Possession,Player_Rating
Eibar,Barcelona,0,2,0.62173913,0.124695652,0.42
Ath.Madrid,Eibar,2,1,0.552173913,0.121217391,0.367826087
Ath.Madrid,Villareal,0,1,0.413043478,0.118434783,0.315652174
Ath.Madrid,Real Sociedad,2,0,0.482608696,0.120521739,0.385217391
Ath.Madrid,Espanyol,2,0,0.413043478,0.121217391,0.360869565
Ath.Madrid,Sevilla,4,0,0.586956522,0.120173913,0.388695652
Ath.Madrid,Valencia,1,1,0.447826087,0.121217391,0.34
Ath.Madrid,Ath.Bilbao,0,0,0.482608696,0.119826087,0.350434783
Eibar,Ath.Madrid,1,3,0.586956522,0.121565217,0.371304348
Villareal,Ath.Madrid,0,1,0.37826087,0.119130435,0.38173913
Real Sociedad,Ath.Madrid,2,1,0.273913043,0.118086957,0.312173913
Espanyol,Ath.Madrid,0,0,0.517391304,0.120521739,0.388695652
Sevilla,Ath.Madrid,0,0,0.343478261,0.119130435,0.353913043
Valencia,Ath.Madrid,3,1,0.447826087,0.118434783,0.315652174
Ath.Bilbao,Ath.Madrid,1,4,0.517391304,0.120869565,0.374782609
Ath.Bilbao,Valencia,1,1,0.37826087,0.118086957,0.336521739
Ath.Bilbao,Sevilla,1,0,0.413043478,0.117043478,0.38173913
Ath.Bilbao,Espanyol,3,1,0.482608696,0.119130435,0.38173913
Ath.Bilbao,Real Sociedad,1,1,0.343478261,0.117391304,0.346956522
Ath.Bilbao,Villareal,4,0,0.482608696,0.120521739,0.374782609
Ath.Bilbao,Eibar,0,0,0.586956522,0.119826087,0.34
Valencia,Ath.Bilbao,0,0,0.37826087,0.115304348,0.312173913
Sevilla,Ath.Bilbao,2,0,0.343478261,0.117043478,0.346956522
Espanyol,Ath.Bilbao,1,0,0.447826087,0.11773913,0.336521739
Real Sociedad,Ath.Bilbao,1,1,0.413043478,0.115652174,0.305217391
Villareal,Ath.Bilbao,2,0,0.273913043,0.117043478,0.291304348
Eibar,Ath.Bilbao,0,1,0.482608696,0.119130435,0.336521739
Valencia,Villareal,0,0,0.37826087,0.118434783,0.34
Valencia,Eibar,3,1,0.482608696,0.120521739,0.346956522
Valencia,Real Sociedad,2,0,0.447826087,0.119826087,0.336521739
Valencia,Espanyol,3,1,0.413043478,0.120521739,0.406086957
Valencia,Sevilla,3,1,0.552173913,0.120869565,0.343478261
Villareal,Valencia,1,3,0.482608696,0.117043478,0.346956522
Eibar,Valencia,0,1,0.62173913,0.120521739,0.37826087
Real Sociedad,Valencia,1,1,0.37826087,0.117043478,0.291304348
Espanyol,Valencia,1,2,0.343478261,0.115652174,0.322608696
Sevilla,Valencia,1,1,0.447826087,0.119130435,0.308695652
Sevilla,Eibar,0,0,0.482608696,0.120173913,0.319130435
Sevilla,Villareal,2,1,0.37826087,0.119478261,0.333043478
Sevilla,Real Sociedad,1,0,0.447826087,0.303478261,0.322608696
Sevilla,Espanyol,3,2,0.413043478,0.118782609,0.336521739
Eibar,Sevilla,1,3,0.586956522,0.120869565,0.350434783
Villareal,Sevilla,0,2,0.447826087,0.119130435,0.343478261
Real Sociedad,Sevilla,4,3,0.413043478,0.117043478,0.336521739
Espanyol,Sevilla,1,2,0.343478261,0.117391304,0.34
Villareal,Eibar,1,0,0.413043478,0.119826087,0.343478261
Villareal,Real Sociedad,4,0,0.482608696,0.120521739,0.353913043
Villareal,Espanyol,0,3,0.308695652,0.117043478,0.308695652
Eibar,Villareal,1,1,0.447826087,0.11773913,0.336521739
Real Sociedad,Villareal,0,0,0.37826087,0.11773913,0.326086957
Espanyol,Villareal,1,1,0.273913043,0.117043478,0.333043478
Eibar,Real Sociedad,1,0,0.273913043,0.115304348,0.305217391
Eibar,Espanyol,0,2,0.37826087,0.116347826,0.284347826
Espanyol,Eibar,1,2,0.37826087,0.117043478,0.308695652
Real Sociedad,Eibar,1,0,0.273913043,0.115304348,0.291304348
Real Sociedad,Espanyol,1,0,0.308695652,0.120521739,0.315652174
Espanyol,Real Sociedad,2,0,0.447826087,0.119130435,0.34
